Nom de la gare;Code UIC;Code postal;% Non Voyageurs;Total Voyageurs 2024;Total Voyageurs + Non voyageurs 2024;Total Voyageurs 2023;Total Voyageurs + Non voyageurs 2023;Total Voyageurs 2022;Total Voyageurs + Non voyageurs 2022
Chauny;87296616;2300;0.1999999999999999;617362;771702;575095;718869;557885;697356
Chevillon;87175117;52170;0.0;3820;3820;3835;3835;2628;2628
Clermont de l'Oise;87313304;60600;0.1899999999999999;1155397;1426416;1062992;1312336;986046;1217341
Colombes;87381087;92700;0.0;6155138;6155138;5581499;5581499;5836138;5836138
Combs-la-Ville - Quincy;87682146;77380;0.0;4507788;4507788;3385581;3385581;3181458;3181458
Coron de Méricourt;87345132;62680;0.0;18631;18631;18002;18002;17698;17698
Dammartin - Juilly - Saint-Mard;87271536;77230;0.0;1016827;1016827;948430;948430;955503;955503
Dax;87673202;40100;0.2;1366366;1707958;1262676;1578345;1175632;1469540
Deûlémont;87287185;59890;0.0;0;0;254;254;417;417
Dissay;87575191;86130;0.0;36798;36798;34477;34477;31250;31250
Dommartin - Remiencourt;87316109;80440;0.0;12060;12060;12092;12092;11559;11559
Écouflant;87484113;49000;0.0;0;0;0;0;0;0
Elbeuf - Saint-Aubin;87411173;76410;0.2;241981;302476;268199;335249;251017;313772
Erstein;87214148;67150;0.1999999999999999;629424;786781;606226;757783;571464;714330
Fontaine-le-Port;87682427;77590;0.0;71725;71725;65034;65034;34558;34558
Futuroscope;87324095;86360;0.0;216255;216255;171433;171433;169451;169451
Gaillac;87615252;81600;0.2;319795;399744;346599;433249;340713;425891
Gambsheim;87212332;67760;0.2;227321;284151;207661;259577;207706;259633
Gardonne;87584235;24680;0.0;56384;56384;43807;43807;38203;38203
Génolhac;87775213;30450;0.0;45058;45058;42768;42768;31793;31793
Gilly-sur-Loire;87694869;71160;0.0;7191;7191;6564;6564;5989;5989
Groisy - Thorens-Glières;87746248;74570;0.0;140624;140624;118940;118940;101768;101768
Hénin-Beaumont;87345157;62110;0.1300000000000001;562789;646884;527729;606585;495756;569834
Hoerdt;87213686;67720;0.2;253028;316285;244095;305119;220519;275649
Houlgate;87444406;14510;0.0;16448;16448;15045;15045;14635;14635
Issy-les-Moulineaux;87393074;92130;0.0;2373723;2373723;2152580;2152580;2023087;2023087
Itxassou;87673665;64250;0.0;3888;3888;3996;3996;2006;2006
Jaunay-Clan;87575217;86130;0.0;33216;33216;25038;25038;19025;19025
Kédange;87191346;57920;0.0;5649;5649;5604;5604;4150;4150
La Borne Blanche;87276287;60560;0.1999999999999999;144181;180226;148582;185728;140070;175087
La Ville Gozet;87641191;3100;0.0;30;30;292;292;466;466
Labège Innopole;87612002;31670;0.1999999999999999;193090;241363;215564;269456;192317;240396
Laifour;87172072;8800;0.0;13911;13911;13094;13094;12363;12363
Laissey;87718437;25820;0.0;24342;24342;23085;23085;23183;23183
Laroche - Migennes;87683268;89400;0.1999999999999999;632820;791025;700582;875728;655530;819413
Lavaur;87615476;81500;0.2;147775;184718;157960;197450;149312;186640
Le Mans;87396002;72000;0.35;5440432;8369896;5302246;8157302;5048028;7766197
Les Cabrils;87781559;34233;0.0;713;713;164;164;318;318
Les Cauquillous;87328021;81500;0.0;11443;11443;20249;20249;15587;15587
Les Laumes Alésia;87713115;21150;0.2;205229;256537;198197;247747;187359;234198
Les Vallées;87386300;92250;0.0;5291269;5291269;4797717;4797717;5077252;5077252
L'Isle-Jourdain;87611806;32600;0.1999999999999999;311304;389130;342134;427667;295866;369833
L'Isthme;87476275;56170;0.0;905;905;720;720;1241;1241
Lourches;87343475;59172;0.0;11339;11339;9126;9126;9165;9165
Maisons-Laffitte;87386425;78600;0.0;9174377;9174377;8319877;8319877;7964985;7964985
Marchezais - Broué;87393470;28410;0.2;180851;226064;171105;213881;153676;192096
Marmagne sous Creusot;87694182;71710;0.0;494;494;43;43;53;53
Marquise - Rinxent;87317339;62250;0.1999999999999999;168881;211102;144743;180929;149409;186762
Marquixanes;87784629;66320;0.0;3042;3042;2636;2636;1783;1783
Marvejols;87783282;48100;0.0;15765;15765;16129;16129;17798;17798
Masseret;87594820;19510;0.0;9922;9922;8253;8253;8126;8126
Massy - Verrières;87383281;91300;0.0;320272;320272;290447;290447;272986;272986
Mauzé-sur-le-Mignon;87485250;79210;0.0;133699;133699;128173;128173;112170;112170
Mer;87574194;41500;0.2;336887;421108;332984;416230;294333;367917
Méry-sur-Oise;87276667;95540;0.0;755826;755826;685155;685155;687680;687680
Mionnay;87723726;1390;0.0;104428;104428;100912;100912;89594;89594
Moissac;87611889;82200;0.0;137062;137062;144881;144881;124171;124171
Montbazon;87571406;37250;0.0;19969;19969;17874;17874;9855;9855
Montreuil sur Mer;87317164;62170;0.0;51218;51218;48213;48213;41868;41868
Neuville-sur-Sarthe;87396028;72190;0.0;13602;13602;10455;10455;11720;11720
Nogent-le-Rotrou;87394296;28400;0.14;636642;740281;611628;711196;621369;722522
Paimpol;87473868;22500;0.0;99051;99051;87366;87366;79438;79438
Peyrilhac - Saint-Jouvent;87592428;87510;0.0;3865;3865;2796;2796;1191;1191
Pont de l'Alma;87393041;75007;0.0;4003550;4003550;3630448;3630448;3411547;3411547
Pont-à-Vendin;87345264;62880;0.0;118385;118385;113378;113378;95291;95291
Port-la-Nouvelle;87781062;11210;0.0;138584;138584;140520;140520;124777;124777
Quédillac;87473058;35290;0.0;33144;33144;34501;34501;29225;29225
Rethel;87172270;8300;0.1999999999999999;420572;525715;427100;533875;357569;446962
Rive-de-Gier;87726331;42800;0.2;800997;1001246;757008;946260;680366;850458
Rivesaltes;87784173;66600;0.0;136142;136142;141598;141598;129029;129029
Roquesérière - Buzet;87615351;31380;0.0;62;62;110;110;468;468
Saint-Antoine-de-Breuilh;87584201;24230;0.0;7802;7802;6964;6964;7402;7402
Saint-Avold;87193318;57500;0.1999999999999999;286810;358513;274180;342725;246090;307613
Saint-Béron - La Bridoire;87741454;73520;0.0;11321;11321;13197;13197;12472;12472
Sainte-Cécile-d'Andorge;87775239;30110;0.0;3860;3860;2581;2581;1493;1493
Saint-Junien;87592709;87200;0.0;35397;35397;28345;28345;39054;39054
Saint-Léger-sur-Dheune;87694364;71510;0.0;12843;12843;9293;9293;15354;15354
Saint-Ouen-l'Aumône Quartier de l'Église;87381426;95310;0.0;667587;667587;605653;605653;611246;611246
Saint-Péray;87761494;7130;0.0;752;752;597;597;2941;2941
Saint-Romain-de-Popey;87721456;69490;0.0;21589;21589;22140;22140;18455;18455
Saint-Romain-le-Puy;87726430;42610;0.0;56289;56289;55249;55249;53612;53612
Selles-sur-Cher;87576868;41130;0.0;40368;40368;35813;35813;31557;31557
Seltz;87212431;67470;0.0;53172;53172;52085;52085;49668;49668
Somain;87345314;59490;0.2;387127;483909;375718;469648;354955;443693
Tain-l'Hermitage - Tournon;87761163;26600;0.1999999999999999;626309;782886;567164;708955;522359;652949
Theillay;87543199;41300;0.0;19701;19701;18856;18856;21728;21728
Thiers;87734475;63300;0.0;49614;49614;45886;45886;55036;55036
Tiercé;87484147;49125;0.0;120085;120085;116837;116837;95701;95701
Tours;87571000;37000;0.1999999999999999;7013155;8766444;6506313;8132892;6248554;7810693
Toury;87543074;28310;0.2;150581;188226;142426;178033;163834;204793
Us;87381178;95450;0.0;106903;106903;97167;97167;99723;99723
Varennes-sur-Allier;87696351;3150;0.0;123083;123083;108982;108982;103066;103066
Vernon - Giverny;87415604;27200;0.2;2046451;2558064;2263949;2829936;2026943;2533679
Vézelise;87141606;54330;0.0;18118;18118;16410;16410;6608;6608
Viarmes;87276568;95270;0.0;288919;288919;261972;261972;272109;272109
Viévola;87756890;6430;0.0;32;32;97;97;171;171
Villefranche-de-Lauragais;87615013;31290;0.2;275887;344859;284802;356003;263590;329487
Andrésy;87381491;78570;0.0;638477;638477;579152;579152;586872;586872
Annappes;87286856;59650;0.0;1156;1156;1217;1217;1458;1458
Anthéor Cap Roux;87757567;83530;0.0;16306;16306;15067;15067;11494;11494
Arcy-sur-Cure;87683680;89270;0.0;5083;5083;4594;4594;4514;4514
Aurec-sur-Loire;87726760;43110;0.0;82218;82218;72511;72511;69604;69604
Avignonet-Lauragais;87616011;31290;0.0;34028;34028;31507;31507;25351;25351
Avion;87342584;62210;0.0;60350;60350;54549;54549;54976;54976
Bannalec;87474189;29380;0.0;50087;50087;44859;44859;41701;41701
Bénestroff;87192302;57670;0.0;17250;17250;15768;15768;10350;10350
Bessay-sur-Allier;87696336;3340;0.0;19060;19060;20134;20134;18404;18404
Bibliothèque François Mitterrand;87328328;75013;0.0;26975545;26975545;24461616;24461616;22986683;22986683
Bonnières-sur-Seine;87415893;78270;0.0;905823;905823;821412;821412;771930;771930
Boussy-Saint-Antoine;87682138;91800;0.0;3475621;3475621;3065180;3065180;2880374;2880374
Bouthéon;87726216;42160;0.0;48740;48740;43090;43090;38939;38939
Campagne-sur-Aude;87615229;11260;0.0;1;1;0;0;1;1
Carentan;87447243;50500;0.1699999999999999;227651;274278;225679;271903;205544;247643
Castelnaudary;87615039;11400;0.1999999999999999;396399;495499;399458;499323;347787;434734
Castelnau-d'Estrétefonds;87611665;31620;0.1999999999999999;407600;509500;420549;525686;346056;432570
Cavaillon;87765503;84300;0.1999999999999999;243532;304415;223401;279251;216537;270672
Cavignac;87491217;33620;0.0;83172;83172;81007;81007;72739;72739
Chaingy Fourneaux Plage;87574111;45380;0.0;24040;24040;22905;22905;21115;21115
Chars;87381194;95750;0.0;215041;215041;198282;198282;200713;200713
Chasseneuil-du-Poitou;87575225;86360;0.0;26707;26707;20844;20844;18022;18022
Chissay-en-Touraine;87574848;41400;0.0;12947;12947;14892;14892;9811;9811
Cires-lès-Mello;87313551;60660;0.0;134919;134919;130883;130883;112440;112440
Clacy - Mons;87296178;2000;0.0;1427;1427;830;830;1063;1063
Clermont La Rotonde;87396895;63000;0.0;14956;14956;11341;11341;8505;8505
Condé-sur-Huisne;87394288;61110;0.0;24049;24049;24342;24342;24077;24077
Connerré - Beillé;87396309;72160;0.16;109988;130938;102928;122533;98889;117726
Couzon-au-Mont-d'Or;87721241;69270;0.0;79132;79132;69491;69491;69501;69501
Diarville;87141648;54930;0.0;2148;2148;2507;2507;844;844
Docelles - Cheniménil;87144030;88460;0.0;7080;7080;8708;8708;10443;10443
Égly;87545475;91520;0.0;495828;495828;449620;449620;422514;422514
Épluches;87276147;95310;0.0;85520;85520;77940;77940;75481;75481
Escalquens;87611707;31750;0.0;69299;69299;72598;72598;61053;61053
Feuquerolles;87316752;80190;0.0;0;0;0;0;0;0
Feuquières - Fressenneville;87317503;80210;0.0;1249;1249;924;924;860;860
Flaxlanden;87181040;68720;0.0;9376;9376;12104;12104;10067;10067
Fontaines-d'Ozillac;87491159;17500;0.0;0;0;0;0;0;0
Givors Canal;87722439;69700;0.0;106952;106952;94057;94057;89834;89834
Grandvilliers;87313734;60210;0.0;100500;100500;88243;88243;82200;82200
Grasse;87757724;6520;0.0999999999999999;530873;589859;472884;525426;374990;416656
Grigny le Sablon;87722298;69520;0.0;129010;129010;126070;126070;117683;117683
Hargarten-aux-Mines - Falck;87193144;57550;0.0;3100;3100;2528;2528;3896;3896
Herrlisheim-près-Colmar;87182329;68420;0.0;82428;82428;75686;75686;58589;58589
Hirson;87295063;2500;0.1899999999999999;191241;236101;157237;194120;148043;182770
Imphy;87696450;58160;0.0;62795;62795;50846;50846;58517;58517
Jarrie - Vizille;87747535;38560;0.0;14946;14946;16068;16068;18757;18757
Jouy;87394155;28300;0.0;124677;124677;116457;116457;110910;110910
Juan les Pins;87757666;6160;0.0;1072078;1072078;1027841;1027841;837466;837466
Kruth;87182642;68820;0.0;35800;35800;32742;32742;25710;25710
La Bâthie;87741678;73540;0.0;285;285;181;181;106;106
La Charité-sur-Loire;87696195;58400;0.2;193984;242481;173644;217055;193780;242225
La Frayère;87757740;6150;0.0;109839;109839;107066;107066;98979;98979
La Hutte Coulombiers;87396093;72130;0.0;29337;29337;25280;25280;20419;20419
La Rochelle Porte Dauphine;87437798;17000;0.0;98919;98919;85883;85883;75548;75548
Laillé;87471144;35890;0.0;29088;29088;26072;26072;20854;20854
Lalbenque - Fontanes;87613323;46230;0.0;37623;37623;35977;35977;31861;31861
Lamballe;87473108;22400;0.2;711369;889212;668255;835319;611161;763952
Lapeyrouse;87641043;63700;0.0;10013;10013;9943;9943;8109;8109
Le Creusot - Montceau-les-Mines - Montchanin TGV;87694109;71210;0.12;683035;776176;689875;783949;653544;742664
Lentilly;87721555;69210;0.1999999999999999;305289;381611;289118;361398;302612;378265
Les Églisottes-et-Chalaures;87584532;33230;0.0;26851;26851;24938;24938;22336;22336
Les Houches;87746743;74310;0.0;25588;25588;19247;19247;22571;22571
Longueil-Sainte-Marie;87276303;60126;0.0;33577;33577;34598;34598;38261;38261
Loos-en-Gohelle;87345033;62750;0.0;4098;4098;4593;4593;5685;5685
Louroux-de-Bouble;87641050;3330;0.0;4967;4967;3963;3963;3290;3290
Lyon Perrache;87722025;69286;0.24;7871334;10357018;7637077;10048786;7132629;9385038
Magland;87746412;74300;0.0;36828;36828;30197;30197;30381;30381
Mantes-la-Jolie;87381509;78200;0.0;9911587;9911587;8983680;8983680;8323186;8323186
Marans;87485060;17230;0.0;0;0;314;314;378;378
Mareil-sur-Mauldre;87381715;78124;0.0;117519;117519;106557;106557;70521;70521
Margival;87271882;2880;0.0;0;0;31;31;1;1
Massérac;87471227;44290;0.0;8551;8551;10345;10345;6406;6406
Maubeuge;87295006;59600;0.36;596207;931574;562000;878125;513226;801916
Méricourt - Ribemont;87313064;80340;0.0;46491;46491;57762;57762;48927;48927
Meulan - Hardricourt;87381830;78250;0.0;816977;816977;740542;740542;734198;734198
Meyrargues;87751370;13650;0.0;60708;60708;53678;53678;45708;45708
Mézériat;87725838;1660;0.0;46281;46281;46674;46674;46871;46871
Monnaie;87574681;37380;0.0;56192;56192;49516;49516;48872;48872
Montivilliers;87413724;76290;0.0;10959;10959;18298;18298;17601;17601
Mouans-Sartoux;87401323;6370;0.2;229013;286267;211629;264537;176431;220539
Munchhausen;87212449;67470;0.0;4011;4011;3227;3227;2653;2653
Murat;87645481;15300;0.0;22126;22126;17378;17378;13720;13720
Naintré;87575175;86530;0.0;41095;41095;32609;32609;32089;32089
Obermodern-Zutzendorf;87213165;67330;0.2;231110;288888;228003;285004;226246;282808
Onzain - Chaumont-sur-Loire;87574319;41150;0.2;278696;348370;276247;345309;232704;290880
Ormoy-Villers;87271585;60800;0.0;39318;39318;35167;35167;36319;36319
Oudon;87481184;44521;0.0;144849;144849;138177;138177;108968;108968
Ourscamp;87276774;60138;0.0;5341;5341;3086;3086;3376;3376
Pierreville;87141556;54160;0.0;0;0;0;0;0;0
Pont-Sainte-Maxence;87276329;60700;0.1999999999999999;931166;1163958;882979;1103724;849576;1061970
Prades - Molitg-les-Bains;87784637;66500;0.0;20701;20701;30050;30050;20067;20067
Presles Courcelles;87276501;95590;0.0;339385;339385;307808;307808;297133;297133
Ris-Orangis;87681338;91130;0.0;1342915;1342915;1206236;1206236;1133508;1133508
Roubaix;87286732;59100;0.2;138862;173577;127293;159116;137990;172488
Rountzenheim;87212373;67480;0.0;49682;49682;45257;45257;40769;40769
Saint-Chamond;87726307;42400;0.2;753515;941894;704109;880137;682864;853581
Saint-Cloud;87382358;92210;0.0;8389550;8389550;8306468;8306468;8275307;8275307
Saint-Denis-de-Pile;87584508;33910;0.0;34285;34285;32649;32649;32692;32692
Sainte-Colombe Septveilles;87116178;77650;0.0;125372;125372;113678;113678;114903;114903
Sainte-Lizaigne;87597054;36260;0.0;3339;3339;3399;3399;2303;2303
Saint-Étienne Le Clapier;87726174;42000;0.0;68999;68999;59874;59874;56068;56068
Saint-Maixent-L'École;87485490;79400;0.2;231063;288828;214436;268045;191652;239565
Saint-Martin-de-Crau;87753681;13310;0.0;145878;145878;117531;117531;103233;103233
Saint-Martin-le-Beau;87574459;37270;0.0;59516;59516;53012;53012;67493;67493
Saint-Pierre-la-Cour;87478768;53410;0.0;44962;44962;49919;49919;38897;38897
Saint-Quentin-Fallavier;87723387;38070;0.1999999999999999;319015;398769;272270;340338;253480;316850
Saint-Thégonnec;87474312;29410;0.0;328;328;157;157;250;250
Salon-de-Provence;87753764;13300;0.2;279727;349658;258542;323177;258190;322737
Sarcelles - Saint-Brice;87276386;95200;0.0;6141188;6141188;5568376;5568376;5440971;5440971
Savy-Berlette;87342253;62690;0.0;61174;61174;53928;53928;23412;23412
Schirmeck - La Broque;87214692;67130;0.2;337869;422337;348289;435361;355544;444430
Sévérac;87476754;44530;0.0;23150;23150;20088;20088;15627;15627
Souillac;87594333;46200;0.0;179170;179170;176473;176473;136290;136290
Sury-le-Comtal;87726422;42450;0.0;32406;32406;28815;28815;28997;28997
Thuès les Bains;87784744;66360;0.0;731;731;513;513;478;478
Tournon;87761460;7300;0.0;259;259;341;341;266;266
Trappes;87393835;78190;0.0;4260564;4260564;3547034;3547034;3413529;3413529
Urmatt;87214635;67280;0.1999999999999999;146577;183221;139984;174980;141560;176951
Vaires - Torcy;87116293;77360;0.0;2266997;2266997;2055687;2055687;1888489;1888489
Valence;87761007;26000;0.3500000000000001;2917986;4489209;2564772;3945804;2373588;3651674
Verrey-sous-Salmaise;87713081;21540;0.0;23557;23557;22218;22218;25391;25391
Versailles Chantiers;87393009;78000;0.0;24372929;24372929;21427872;21427872;18934500;18934500
Villeherviers;87576165;41200;0.0;10440;10440;13841;13841;16920;16920
Vougeot - Gilly-lès-Cîteaux;87713511;21640;0.0;63549;63549;52191;52191;50564;50564
Wambrechies;87286229;59118;0.0;11;11;14;14;19;19
Don - Sainghin;87286435;59272;0.2;176025;220032;164588;205735;149938;187423
Auffay;87415158;76720;0.2;265304;331630;275079;343849;228254;285318
Ermont - Eaubonne;87276055;95120;0.0;23481126;23481126;21292129;21292129;21728297;21728297
Auvers-sur-Oise;87276543;95430;0.0;105669;105669;95597;95597;103170;103170
Fraisses - Unieux;87726737;42490;0.0;2011;2011;2030;2030;1337;1337
Avord;87576439;18520;0.0;92478;92478;69482;69482;53799;53799
Gadagne;87765446;84470;0.0;18821;18821;15185;15185;17090;17090
Bazancourt;87171462;51110;0.2;397871;497339;368427;460533;298712;373390
Goussainville;87276246;95190;0.0;5690505;5690505;4590519;4590519;4313975;4313975
Istres;87753418;13800;0.0;69791;69791;58978;58978;53969;53969
Blangy-sur-Bresle;87313809;76340;0.0;31504;31504;34388;34388;34907;34907
Joinville;87175091;52300;0.0;83005;83005;78684;78684;63579;63579
Boigneville;87684407;91720;0.0;31866;31866;30983;30983;29124;29124
La Défense Grande Arche RER E;87731430;92800;0.0;0;0;0;0;0;0
Breteuil;87313247;60120;0.0;49740;49740;47637;47637;43095;43095
La Loupe;87394254;28240;0.1999999999999999;582162;727703;550963;688704;550406;688008
Brou;87394452;28160;0.0;86123;86123;88456;88456;115264;115264
La Penne-sur-Huveaune;87751743;13821;0.0;67461;67461;59243;59243;68340;68340
Chamonix-Mont-Blanc;87746784;74400;0.2;220169;275211;181288;226610;170534;213168
Châteaubourg;87471524;35220;0.2;683698;854623;628424;785530;548808;686010
Lacelle;87592147;19170;0.0;2283;2283;1884;1884;1830;1830
Collioure;87784256;66190;0.0;200121;200121;166104;166104;119244;119244
Cordemais;87481820;44360;0.0;58102;58102;54058;54058;41457;41457
Le Luc - Le Cannet;87755405;83340;0.0;69831;69831;59710;59710;51849;51849
Donchery;87172239;8350;0.0;42005;42005;44536;44536;41728;41728
Dourdan La Forêt;87540179;91410;0.0;403989;403989;366340;366340;344253;344253
Drap - Cantaron;87756775;6340;0.0;53049;53049;49152;49152;39518;39518
Les Tines;87746834;74400;0.0;4371;4371;3111;3111;3703;3703
Faulquemont;87193359;57380;0.1999999999999999;213076;266346;210639;263299;190244;237805
Liancourt-Saint-Pierre;87381210;60240;0.0;25961;25961;23216;23216;26872;26872
Garches - Marnes-la-Coquette;87382259;92380;0.0;2087498;2087498;1892786;1892786;1962296;1962296
Lons-le-Saunier;87718239;39000;0.2;423889;529862;385481;481852;412898;516123
Lamothe-Landerron;87582882;33190;0.0;3005;3005;2115;2115;1601;1601
Maillé;87575068;37800;0.0;41175;41175;42442;42442;39773;39773
Lardy;87545160;91510;0.0;412133;412133;373725;373725;351191;351191
Laval;87478404;53000;0.2498376366196935;1700505;2266849;1585924;2114108;1476306;1967982
Laval-de-Cère;87594796;46130;0.0;1057;1057;1038;1038;977;977
Le Bras de Fer;87681395;91000;0.0;3150160;3150160;2582080;2582080;2426400;2426400
Le Meux - La Croix-Saint-Ouen;87276733;60880;0.0;52298;52298;44755;44755;44161;44161
Le Plessis Chenet;87681627;91830;0.0;38821;38821;35394;35394;33260;33260
Le Rouget;87645192;15290;0.0;10159;10159;7573;7573;6750;6750
Les Arcs - Draguignan;87755447;83460;0.1300000000000001;1062817;1221629;997559;1146620;984891;1132059
Les Perrières;87691600;58640;0.0;919;919;409;409;1369;1369
Luc-en-Diois;87761874;26310;0.0;12888;12888;11132;11132;9479;9479
Luxé;87583823;16230;0.0;40856;40856;35549;35549;30018;30018
Magneux - Courlandon;87400986;51170;0.0;21550;21550;23535;23535;20269;20269
Marsac-sur-L'isle;87595207;24430;0.0;8357;8357;5094;5094;128;128
Meaux;87116103;77100;0.0;10375161;10375161;9412908;9412908;7838001;7838001
Menton;87756486;6500;0.2;2764116;3455146;2393036;2991295;1838470;2298088
Meudon;87393108;92190;0.0;1428696;1428696;1295705;1295705;917576;917576
Miraumont;87342030;80300;0.0;15693;15693;14826;14826;16114;16114
Molsheim;87214577;67120;0.02000000000000004;1826333;1863606;1739819;1775325;1655209;1688989
Monéteau - Gurgy;87683557;89470;0.0;15866;15866;14412;14412;13633;13633
Montérolier - Buchy;87411454;76680;0.0;32330;32330;29542;29542;28164;28164
Montreuil-sur-Ille;87478032;35440;0.2;361091;451364;333348;416685;310878;388598
Nevers;87696005;58000;0.1999999999999999;1158666;1448333;1045312;1306640;1022933;1278667
Notre-Dame de Briançon;87741694;73260;0.0;14715;14715;12918;12918;9145;9145
Obernai;87214288;67210;0.0;968603;968603;938744;938744;796161;796161
Orthez;87672253;64300;0.2;332840;416050;276940;346175;259468;324336
Penthièvre;87476424;56170;0.0;3997;3997;3413;3413;2979;2979
Pins-Justaret;87618116;31860;0.2;134693;168367;130884;163606;128776;160970
Plouaret Trégor;87473181;22420;0.11;197837;222289;203798;228987;159840;179596
Plouvara - Plerneuf;87473132;22170;0.0;160;160;545;545;645;645
Pompey;87141788;54340;0.0;88762;88762;88779;88779;83327;83327
Porchefontaine;87393165;78000;0.0;849125;849125;769993;769993;723565;723565
Prunay;87171629;51360;0.0;11867;11867;8111;8111;7299;7299
Puyoô;87672279;64270;0.0;93497;93497;73033;73033;60356;60356
Raedersheim;87182717;68190;0.0;65357;65357;62329;62329;52212;52212
Richwiller;87182675;68120;0.0;0;0;0;0;0;0
Roppenheim;87212415;67930;0.0;15090;15090;18414;18414;17120;17120
Rosny Bois Perrier;87113696;93110;0.0;6274844;6274844;5690526;5690526;5348239;5348239
Ruminghem;87287300;62370;0.0;47172;47172;34404;34404;30844;30844
Sain-Bel;87721605;69210;0.1999999999999999;188042;235052;179793;224741;205445;256806
Saint-Amand-les-Eaux;87343103;59230;0.2;840161;1050202;805429;1006786;722381;902976
Sainte-Gauburge;87444604;61370;0.0;1370;1370;1569;1569;1463;1463
Saint-Étienne-de-Montluc;87481812;44360;0.0;174392;174392;164786;164786;134310;134310
Saint-Gervais-les-Bains Le Fayet;87746479;74170;0.1999999999999999;407753;509691;371518;464398;399003;498754
Saint-Léonard-de-Noblat;87592071;87400;0.0;38852;38852;38989;38989;36609;36609
Saint-Louis les Aygalades;87751644;13000;0.0;0;0;0;0;0;0
